
"Course & Section Code","Meeting & Section","Restrictions & Instructions","Day(s)","Start","End","Location","Instructor","Changes"
"PHYC11H3 S","PRA0001","","MO","09:00","12:00","SW 503","",""
"PHYC11H3 S","PRA0002","","MO","14:00","17:00","SW 503","",""
"PHYC50H3 F","LEC01","W","TH","10:00","12:00","IC 328","J.Lowman",""
"PHYC50H3 F","TUT0001","","TU","10:00","12:00","BV 355","",""
"PHYC54H3 F","LEC01","W","WE","11:00","13:00","BV 363","S.Tawfiq",""
"PHYC54H3 F","TUT0001","","MO","11:00","13:00","IC 328","",""
"PHYC56H3 S","LEC01","W","WE","10:00","12:00","MW 223","J.Bayer Carpintero","Classroom changed 01/07/13"
"PHYC56H3 S","TUT0001","","TU","10:00","12:00","AC 334","","Classroom changed. 01/07/13"
"PHYD01H3 F","LEC01","W,C","","","","Research Proj.","G.Lorincz",""
"PHYD01H3 S","LEC01","W,C","","","","Research Proj.","G.Lorincz",""
"PHYD11H3 F","LEC01","W,C","","","","Project","G.Lorincz",""
"PHYD11H3 S","LEC01","W,C","","","","Project","G.Lorincz",""
"PHYD72H3 F","LEC01","W,C","","","","Supervised Reading","G.Lorincz",""
"PHYD72H3 S","LEC01","W,C","","","","Supervised Reading","G.Lorincz",""
"PLIC24H3 F","LEC01","W","MO","11:00","13:00","HW 308","R.Helms-Park",""
"PLIC24H3 F","LEC01","","WE","11:00","12:00","HW 308","",""
"PLIC55H3 S","LEC01","W","TU","16:00","19:00","HW 402","R.Smyth",""
"PLIC65H3 S","LEC01","W","TH","16:00","19:00","BV 471","R.Smyth",""
"PLID01H3 F","LEC01","W,C","","","","Ind. Studies","Faculty",""
"PLID01H3 S","LEC01","W,C","","","","Ind. Studies","Faculty",""
"PLID02H3 F","LEC01","W,C","","","","Ind. Studies","Faculty",""
"PLID02H3 S","LEC01","W,C","","","","Ind. Studies","Faculty",""
"PLID03H3 F","LEC01","W,C","","","","Ind. Studies","Faculty",""
"PLID03H3 S","LEC01","W,C","","","","Ind. Studies","Faculty",""
"PLID44H3 F","LEC01","W","WE","15:00","17:00","SW 128","R.Helms-Park",""
"PMDB22H3 F","LEC01","W,C,I","TU","08:30","11:30","Centennial Rm. 203","J.Mausz",""
"PMDB22H3 F","PRA0001","","FR","13:30","17:30","Centennial Rm. 256","D.Haco",""
"PMDB25H3 F","LEC01","W,C,I","MO","08:30","11:30","Centennial Rm. 202","D.Kunihiro",""
"PMDB30H3 S","LEC01","W,C,I","TU","09:30","11:30","Centennial CCC 203","W.McGillis",""
"PMDB30H3 S","LEC01","","WE","12:30","14:30","Centennial CCC 203","",""
"PMDB32Y3 S","LEC01","W,C,I","WE","08:30","11:30","Centennial Rm. 203","D.Ramsey",""
"PMDB32Y3 S","LEC01","","FR","08:30","12:30","Centennial Rm. 256","",""
"PMDB32Y3 S","PRA0001","","MO","08:30","14:30","Centennial Field Course","",""
"PMDB36H3 S","LEC01","W,C,I","TU","13:30","15:30","Centennial Rm. 203","D.Kunihiro",""
"PMDB41H3 F","LEC01","W,C,I","MO","12:30","15:30","Centennial Rm. 410","W.Tavares",""
"PMDC40H3 F","LEC01","W,C,I","TU","09:30","11:30","Centennial Rm. 116","W.McGillis",""
"PMDC40H3 F","LEC01","W,C,I","TH","13:30","15:30","Centennial Rm. 242","",""
"PMDC42Y3 F","LEC01","W,C,I","WE","08:30","12:30","Centennial Rm. 256","D.Ramsey",""
"PMDC42Y3 F","LEC01","W,C,I","TH","08:30","11:30","Centennial Rm. 116","",""
"PMDC42Y3 F","PRA0001","","MO","08:30","18:30","Centennial-Off Campus","Faculty",""
"PMDC43H3 F","LEC01","W,C,I","WE","12:30","15:30","Centennial Rm. 124","D.Kunihiro",""
"PMDC54Y3 S","LEC01","W,C,I","TU","08:30","11:30","Centennial Rm. 420","D.Hawco",""
"PMDC54Y3 S","PRA0001","","TH","08:30","17:30","Centennial Field Course","",""
"PMDC54Y3 S","PRA0001","","FR","08:30","17:30","Centennial Field Course","Faculty",""
"PMDC56H3 S","LEC01","W,C,I","WE","13:30","14:30","Centennial Rm. 320","D.Kunihiro",""
"PMDC56H3 S","PRA0001","","WE","14:30","17:30","Centennial Rm. 256","",""
"POLA81H3 F","LEC01"," W","","","","","","Changed to LEC30  09/04/12"
"POLA81H3 F","LEC30","W","TH","17:00","19:00","SW 309","S.Baglioni","Added 09/04/12"
"POLA81H3 F","TUT0001","","TU","09:00","10:00","HW 215","",""
"POLA81H3 F","TUT0002","","TU","10:00","11:00","HW 215","",""
"POLA81H3 F","TUT0003","","TU","13:00","14:00","MW 160","",""
"POLA81H3 F","TUT0004","","TU","11:00","12:00","BV 361","",""
"POLA83H3 F","LEC01","W","TH","13:00","15:00","SW 319","W.Skrobacki",""
"POLA83H3 F","TUT0001","","TH","09:00","10:00","BV 260","",""
"POLA83H3 F","TUT0002","","TH","09:00","10:00","HW 408","",""
"POLA83H3 F","TUT0003","","TH","10:00","11:00","BV 260","",""
"POLA83H3 F","TUT0004","","TH","10:00","11:00","HW 408","",""
"POLA83H3 F","TUT0005","","TH","11:00","12:00","PO 101","",""
"POLA84H3 S","LEC01","W","TU","14:00","16:00","AA 112","W.Skrobacki",""
"POLA84H3 S","TUT0001","","TU","09:00","10:00","HW 402","",""
"POLA84H3 S","TUT0002","","TU","10:00","11:00","HW 402","",""
"POLA84H3 S","TUT0003","","TU","09:00","10:00","AA 204","","Location Changed 07/06/2012; Nov 28/12"
"POLA84H3 S","TUT0004","","TU","10:00","11:00","AA 204","","Location Changed 07/06/2012;Nov 28/12"
"POLA84H3 S","TUT0005","","TU","11:00","12:00","BV 264","",""
"POLA84H3 S","TUT0006","","TU","13:00","14:00","BV 361","",""
"POLA84H3 S","TUT0007","","TU","13:00","14:00","AC 334","","Added 11/08/12"
"POLA90H3 S","LEC01","W","WE","15:00","17:00","AA 112","P.Kingston",""
"POLA90H3 S","TUT0001","","TH","09:00","10:00","HW 402","",""
"POLA90H3 S","TUT0002","","TH","10:00","11:00","HW 402","",""
"POLA90H3 S","TUT0003","","TH","11:00","12:00","BV 264","","Room changed. 01/07/13"
"POLA90H3 S","TUT0004","","TH","12:00","13:00","BV 264","","Room changed. 01/07/13"
"POLA90H3 S","TUT0005","","TH","14:00","15:00","AA 208","",""
"POLA90H3 S","TUT0006","","TH","15:00","16:00","MW 120","","Added. 07/17/12"
"POLA90H3 S","TUT0007","","TH","15:00","16:00","HW 308","","Added. 08/10/12"
"POLB11H3 F","LEC30","W","TH","17:00","19:00","BV 498","R.Levine",""
"POLB11H3 F","PRA3001","","TH","19:00","20:00","BV 498","",""
"POLB11H3 F","PRA3002","","TH","20:00","21:00","BV 498","",""
"POLB50H3 F","LEC01","W,C","TH","15:00","17:00","HW 216","C.Cochrane",""
"POLB50H3 F","TUT0001","","WE","15:00","16:00","HW 408","",""
"POLB50H3 F","TUT0002","","WE","16:00","17:00","HW 408","",""
"POLB50H3 F","TUT0003","","WE","12:00","13:00","AC 334","",""
"POLB50H3 F","TUT0004","","WE","13:00","14:00","AC 334","",""
"POLB50H3 F","TUT0005","","WE","14:00","15:00","AC 334","",""
"POLB52H3 S","LEC01","W","TH","15:00","17:00","SY 110","C.Cochrane",""
"POLB52H3 S","TUT0001","","WE","09:00","10:00","HW 402","",""
"POLB52H3 S","TUT0002","","WE","10:00","11:00","HW 402","",""
"POLB52H3 S","TUT0003","","WE","11:00","12:00","MW 140","",""
"POLB52H3 S","TUT0004","","WE","12:00","13:00","HW 402","",""
"POLB52H3 S","TUT0005","","","","","","","Cancelled. 01/07/13"
"POLB52H3 S","TUT0006","","","","","","","Cancelled. 01/07/13"
"POLB52H3 S","TUT0007","","WE","13:00","14:00","SW 319","","Added 01/07/13"
"POLB70H3 F","LEC01","W,C","TU","11:00","13:00","SW 309","D.Lee",""
"POLB70H3 F","TUT0001","","TU","13:00","14:00","MW 262","",""
"POLB70H3 F","TUT0002","","TU","14:00","15:00","MW 262","",""
"POLB70H3 F","TUT0003","","TU","16:00","17:00","HW 408","",""
"POLB70H3 F","TUT0004","","TU","17:00","18:00","HW 408","","Added 09/10/12"
"POLB71H3 S","LEC01","W","TU","11:00","13:00","SW 319","M.Kohn","Time and Room Changed 07/13/2012"
"POLB71H3 S","TUT0001","","TU","16:00","17:00","HW 215","",""
"POLB71H3 S","TUT0002","","TU","17:00","18:00","HW 215","",""
"POLB71H3 S","TUT0003","","TU","14:00","15:00","PO 101","",""
"POLB71H3 S","TUT0004","","TU","15:00","16:00","PO 101","",""
"POLB71H3 S","TUT0005","","TU","17:00","18:00","HW 214","",""
"POLB71H3 S","TUT0006","","TU","14:00","15:00","MW 110","","Added.. 11/28/12"
"POLB80H3 F","LEC01","W,C","TU","10:00","12:00","MW 170","M.Hoffmann",""
"POLB80H3 F","TUT0001","","WE","09:00","10:00","BV 363","","Room Changed 08/29/2012"
"POLB80H3 F","TUT0002","","WE","10:00","11:00","BV 363","","Room Changed 08/29/2012"
"POLB80H3 F","TUT0003","","WE","13:00","14:00","AA 204","",""
"POLB80H3 F","TUT0004","","WE","14:00","15:00","BV 355","",""
"POLB80H3 F","TUT0005","","","","","","","Cancelled. 09/18/12"
"POLB80H3 F","TUT0006","","","","","","","Cancelled. 09/18/12"
"POLB81H3 S","LEC01","W","MO","11:00","13:00","SW 309","M.Hoffmann","Day and Time Moved. 08/13/12"
"POLB81H3 S","TUT0001","","","","","","","Cancelled.. 12/11/12"
"POLB81H3 S","TUT0002","","MO","16:00","17:00","AA 208","","Added 12/11/12"
"POLB81H3 S","TUT0003","","MO","13:00","14:00","HW 215","",""
"POLB81H3 S","TUT0004","","MO","14:00","15:00","HW 215","",""
"POLB81H3 S","TUT0005","","MO","15:00","16:00","AA 208","",""
"POLB81H3 S","TUT0006","","MO","13:00","14:00","MW 160","","Re-instated 01/09/13"
"POLB90H3 F","LEC01","W,C","TU","09:00","11:00","SW 319","R.Rice",""
"POLB90H3 F","TUT0001","","TU","11:00","12:00","IC 320","",""
"POLB90H3 F","TUT0002","","TU","12:00","13:00","BV 361","",""
"POLB90H3 F","TUT0003","","TU","12:00","13:00","PO 101","",""
"POLB90H3 F","TUT0004","","TU","13:00","14:00","PO 101","",""
"POLB90H3 F","TUT0005","","TU","14:00","15:00","AA 204","",""
"POLB91H3 S","LEC01","W","TU","09:00","11:00","SW 319","R.Rice","Time Changed 07/13/2012"
"POLB91H3 S","TUT0001","","TU","16:00","17:00","SW 143","",""
"POLB91H3 S","TUT0002","","TU","17:00","18:00","SW 143","",""
"POLB91H3 S","TUT0003","","TU","18:00","19:00","SW 143","",""
"POLB91H3 S","TUT0004","","TU","16:00","17:00","MW 262","",""
"POLB91H3 S","TUT0005","","TU","17:00","18:00","PO 101","",""
"POLB91H3 S","TUT0006","","","","","","","Cancelled. 11/26/12"
"POLB92H3 F","LEC01","W,C","TH","09:00","11:00","SW 143","W.Skrobacki","Room Changed 09/04/2012"
"POLB92H3 F","TUT0001","","FR","11:00","12:00","MW 110","",""
"POLB92H3 F","TUT0002","","FR","12:00","13:00","MW 110","",""
"POLB92H3 F","TUT0003","","FR","13:00","14:00","MW 110","",""
"POLB93H3 S","LEC01","W","MO","13:00","15:00","MW 170","S.Kotsovilis",""
"POLB93H3 S","TUT0001","","MO","12:00","13:00","MW 120","",""
"POLB93H3 S","TUT0002","","MO","10:00","11:00","MW 262","",""
"POLB93H3 S","TUT0003","","MO","09:00","10:00","MW 262","",""
"POLC09H3 F","LEC01","W","TU","14:00","16:00","HW 216","A.Ahmad",""
"POLC16H3 F","LEC01","W","WE","11:00","13:00","SW 319","W.Hurst",""
"POLC19H3 F","LEC01","W","WE","15:00","17:00","BV 264","W.Hurst",""
"POLC54H3 F","LEC01","W","TU","11:00","13:00","MW 160","P.Beange",""
"POLC57H3 S","LEC01","W","","","","","","Changed to EVE course. 01/09/13"
"POLC57H3 S","LEC30","W","WE","19:00","21:00","MW 120","P.Beange","Added 01/09/13"
"POLC66H3 F","LEC01","W","TH","09:00","11:00","SW 319","S.Aquanno",""
"POLC66H3 F","TUT0001","","FR","11:00","12:00","MW 140","",""
"POLC66H3 F","TUT0002","","FR","12:00","13:00","MW 140","",""
"POLC67H3 S","LEC01","W","TU","09:00","11:00","MW 160","S.Aquanno",""
"POLC67H3 S","TUT0001","","TU","11:00","12:00","AA 208","",""
"POLC67H3 S","TUT0002","","TU","12:00","13:00","AA 208","",""
"POLC73H3 F","LEC01","W","TU","15:00","17:00","BV 260","M.Kohn",""
"POLC74H3 S","LEC01","W","WE","13:00","15:00","SW 309","J.Bercuson",""
"POLC78H3 S","LEC01","W","WE","09:00","11:00","MW 170","F.Wiafe-Amoako",""
"POLC78H3 S","TUT0001","","WE","11:00","12:00","HW 308","",""
"POLC78H3 S","TUT0002","","WE","12:00","13:00","HW 308","",""
"POLC90H3 S","LEC01","W","TU","15:00","17:00","HW 216","R.Rice","Classroom changed. 11/30/12"
"POLC91H3 F","LEC01","W","TH","11:00","13:00","MW 120","J.Teichman",""
"POLC96H3 F","LEC01","W","WE","14:00","16:00","MW 160","M.Masri",""
"POLC97H3 S","LEC01","W","TH","11:00","13:00","MW 160","M.Masri",""
"POLC98H3 F","LEC01","W","WE","12:00","14:00","MW 160","C.Norrlof",""
"POLD01H3 F","LEC01","W","TH","11:00","13:00","AC 332","M.Kohn",""
"POLD41H3 S","LEC01","W,C","TH","10:00","12:00","PO 101","A.Ahmad",""
"POLD45H3 F","LEC01","W","TU","13:00","15:00","AA 208","D.Lee",""
"POLD51H3 F","LEC01","W","WE","15:00","17:00","MW 264","P.Beange",""
"POLD64H3 S","LEC01","W,C","TH","13:00","15:00","HW 308","J.Gordon","Added. 09/06/12"
"POLD64H3 S","LEC02","W,C","FR","09:00","11:00","BV 363","S.Aquanno","Added. 11/20/12"
"POLD89H3 S","LEC01","W","WE","11:00","13:00","MW 324","M.Hoffmann","Room changed. 01/10/13"
"POLD95H3 F","LEC01","W,C","","","","Sup. Ind. Research","Faculty",""
"POLD95H3 S","LEC01","W,C","","","","Sup. Ind. Research","Faculty",""
"POLD98H3 F","LEC01","W,C","","","","Supervised Reading","Faculty",""
"POLD98H3 S","LEC01","W,C","","","","Supervised Reading","Faculty",""
"PSCB57H3 S","LEC01","W","TU","12:00","13:00","HW 214","G.Lorincz",""
"PSCB57H3 S","LEC01","","TH","15:00","16:00","HW 214","",""
"PSCB57H3 S","TUT0001","","TH","10:00","11:00","BV 462","",""
"PSCB57H3 S","TUT0002","","TH","11:00","12:00","BV 462","",""
"PSCB57H3 S","TUT0003","","TH","14:00","15:00","BV 462","",""
"PSCD02H3 S","LEC30","W","WE","19:00","21:00","HW 402","A.Hadzovic",""
"PSCD02H3 S","TUT3002","","WE","21:00","22:00","HW 402","","Room Changed: Nov 2/12"
"PSCD10H3 F","LEC01","W,C","","","","Project","G.Lorincz",""
"PSCD10H3 S","LEC01","W,C","","","","Project","G.Lorincz",""
"PSYA01H3 F","LEC01","W","MO","09:00","10:00","AC 223","S.Joordens",""
"PSYA01H3 F","LEC01","","WE","09:00","10:00","AC 223","",""
"PSYA01H3 F","LEC01","","FR","09:00","10:00","AC 223","",""
"PSYA01H3 F","LEC99","W,I","","","","Fully Online","S.Joordens",""
"PSYA02H3 S","LEC01","W","MO","09:00","10:00","AC 223","S.Joordens",""
"PSYA02H3 S","LEC01","","WE","09:00","10:00","AC 223","",""
"PSYA02H3 S","LEC01","","FR","09:00","10:00","AC 223","",""
"PSYA02H3 S","LEC99","W,I","","","","Fully Online","S.Joordens",""
"PSYB01H3 F","LEC01","W","FR","10:00","13:00","AA 112","D.Nussbaum",""
"PSYB01H3 F","LEC30","W","TH","19:00","22:00","AA 112","C.Boudens",""
"PSYB07H3 F","LEC01","W,C","WE","14:00","17:00","SY 110","G.Jowkar-Baniani/D.Pare",""
"PSYB07H3 F","TUT0001","","TU","09:00","10:00","MW 262","",""
"PSYB07H3 F","TUT0002","","TU","09:00","10:00","PO 101","",""
"PSYB07H3 F","TUT0003","","TU","09:00","10:00","MW 223","",""
"PSYB07H3 F","TUT0004","","TU","10:00","11:00","MW 262","","Classroom changed. 09/11/12"
"PSYB07H3 F","TUT0005","","TU","10:00","11:00","AA 209","","Room changed 09/12/12"
"PSYB07H3 F","TUT0006","","TU","10:00","11:00","PO 101","",""
"PSYB07H3 F","TUT0007","","TU","11:00","12:00","AA 209","","Room changed 09/12/12"
"PSYB07H3 F","TUT0008","","TU","11:00","12:00","PO 101","",""
"PSYB10H3 F","LEC01","W","MO","14:00","17:00","AC 223","E.Page-Gould",""
"PSYB10H3 F","LEC60","W,I","","","","Online Lec","E.Page-Gould",""
"PSYB20H3 F","LEC30","W","WE","19:00","22:00","AC 223","M.Schmuckler",""
"PSYB21H3 S","LEC30","W,C","TH","18:00","22:00","HW 215","C.Prusky",""
"PSYB30H3 S","LEC01","W","WE","14:00","17:00","AC 223","C.Boudens",""
"PSYB32H3 F","LEC30","W","TU","19:00","22:00","AC 223","K.Zakzanis",""
"PSYB32H3 F","LEC60","W,I","","","","Online Lec","K.Zakzanis",""
"PSYB45H3 S","LEC01","W","FR","12:00","15:00","AA 112","A.Uliaszek",""
"PSYB45H3 S","LEC60","W","","","","Online Lec","A.Uliaszek",""
"PSYB51H3 F","LEC01","W","FR","10:00","13:00","SW 309","M.Niemeier",""
"PSYB51H3 F","LEC60","W,I","","","","Online Lec","M.Niemeier",""
"PSYB57H3 S","LEC01","W","MO","12:00","15:00","AA 112","D.Pare",""
"PSYB64H3 F","LEC01","W","TU","09:00","12:00","HW 216","J.Leboutillier",""
"PSYB65H3 F","LEC01","W","MO","13:00","15:00","AA 112","T.Petit",""
"PSYB65H3 F","LEC60","W,I","","","","Online Lec","T.Petit",""
"PSYC02H3 S","LEC01","W,C","WE","09:00","11:00","BV 260","A.Nagy","Room changed 12/06/12"
"PSYC02H3 S","LEC02","W,C","WE","12:00","14:00","MW 140","A.Nagy",""
"PSYC02H3 S","TUT0001","","MO","15:00","17:00","AA 209","",""
"PSYC02H3 S","TUT0002","","MO","15:00","17:00","MW 160","",""
"PSYC02H3 S","TUT0003","","MO","15:00","17:00","BV 264","","Room changed 01/15/13"
"PSYC02H3 S","TUT0004","","MO","15:00","17:00","BV 260","",""
"PSYC02H3 S","TUT0005","","FR","10:00","12:00","AC 334","",""
"PSYC02H3 S","TUT0006","","FR","10:00","12:00","HW 402","","Classroom changed 01/10/13"
"PSYC02H3 S","TUT0007","","FR","10:00","12:00","HW 215","","Room Changed: Nov. 28/12"
"PSYC02H3 S","TUT0008","","FR","10:00","12:00","AA 204","",""
"PSYC04H3 S","LEC01","W,C","TH","13:00","15:00","SW 316","A.Lee/M.Niemeier/A.Ruocco",""
"PSYC06H3 S","LEC01","W,C","MO","12:00","15:00","SW 316","E.Page-Gould",""
"PSYC08H3 S","LEC01","W,C","WE","14:00","17:00","HW 216","D.Pare",""
"PSYC08H3 S","TUT0001","","TU","10:00","11:00","HW 408","",""
"PSYC08H3 S","TUT0002","","TU","10:00","11:00","AA 209","",""
"PSYC08H3 S","TUT0003","","TU","10:00","11:00","AA 208","","Room Changed: Nov. 28/12"
"PSYC08H3 S","TUT0004","","TU","09:00","10:00","AC 334","","Room Changed: Nov 28/12"
"PSYC08H3 S","TUT0005","","TU","09:00","10:00","AA 208","","Room Changed: Nov. 28/12"
"PSYC08H3 S","TUT0006","","TU","09:00","10:00","HW 408","",""
"PSYC08H3 S","TUT0007","","TU","09:00","10:00","AA 209","","Added 07/20/2012"
"PSYC11H3 F","LEC01","W,C","TU","11:00","13:00","SW 316","K.Dion",""
"PSYC11H3 S","LEC01","W,C","WE","12:00","14:00","SW 316","S.Tran",""
"PSYC11H3 S","LEC02","W,C","WE","14:00","16:00","SW 316","S.Tran",""
"PSYC12H3 S","LEC01","W","TH","15:00","17:00","AA 112","M.Inzlicht",""
"PSYC12H3 S","LEC60","W,I","","","","Online Lec","M.Inzlicht",""
"PSYC14H3 F","LEC01","W","TH","14:00","16:00","SY 110","M.Hilscher/D.Mangalindan",""
"PSYC18H3 S","LEC01","W","TH","12:00","14:00","AA 112","G.Cupchik",""
"PSYC21H3 F","LEC30","W","TU","17:00","19:00","SW 143","D.Haley",""
"PSYC23H3 S","LEC01","W","TH","15:00","17:00","HW 216","D.Haley",""
"PSYC26H3 S","LEC01","W,C","TH","12:00","14:00","MW 264","M.Schmuckler",""
"PSYC31H3 S","LEC30","W","TU","17:00","19:00","SW 128","K.Zakzanis",""
"PSYC32H3 S","LEC30","W,C","TU","17:00","19:00","SW 128","K.Zakzanis",""
"PSYC32H3 S","PRA3001","","TU","19:00","20:00","SW 128","",""
"PSYC33H3 S","LEC01","W,C","TH","09:00","11:00","MW 264","K.Romero",""
"PSYC35H3 S","LEC01","W,C","MO","15:00","17:00","SY 110","M.Fournier",""
"PSYC36H3 F","LEC01","W,C","TU","09:00","11:00","SW 143","A.Uliaszek",""
"PSYC37H3 S","LEC01","W,C","TU","15:00","17:00","SW 319","A.Ruocco","Classroom changed 11/30/12"
"PSYC39H3 F","LEC01","W","MO","15:00","17:00","AA 112","D.Nussbaum",""
"PSYC55H3 S","LEC01","W","TU","13:00","15:00","BV 260","A.Lee",""
"PSYC56H3 F","LEC01","W","MO","13:00","15:00","BV 264","M.Schmuckler","Added 07/23/2012"
"PSYC62H3 S","LEC01","W","FR","10:00","12:00","AA 112","S.Erb",""
"PSYC85H3 F","LEC01","W,C","TH","13:00","15:00","SW 143","G.Cupchik","Room Changed 09/04/2012"
"PSYC90H3 Y","LEC01","W,C","","","","Supervised Study","J.Leboutillier",""
"PSYC93H3 Y","LEC01","W,C","","","","Supervised Study","J.Leboutillier",""
"PSYD11H3 S","LEC01","W,C","MO","13:00","15:00","HW 402","S.Tran",""
"PSYD15H3 F","LEC01","W,C","MO","11:00","13:00","AA 208","J.Gutsell",""
"PSYD16H3 F","LEC01","W,C","WE","11:00","13:00","MW 120","G.Cupchik",""
"PSYD18H3 F","LEC01","W,C","WE","14:00","16:00","MW 262","K.Dion",""
"PSYD20H3 S","LEC01","W,C","TU","13:00","15:00","AA 209","M.Schmuckler",""
"PSYD22H3 F","LEC01","W,C","WE","09:00","11:00","MW 264","D.Mangalindan","Added 07/20/2012"
"PSYD22H3 S","LEC30","W,C","TU","17:00","19:00","AA 205","D.Haley",""
"PSYD30H3 F","LEC01","W,C","MO","15:00","17:00","MW 140","C.Boudens",""
"PSYD32H3 F","LEC01","W,C","TH","13:00","15:00","AA 209","A.Ruocco","Room Changed 07/12/2012"
"PSYD32H3 S","LEC01","W,C","TU","13:00","15:00","MW 262","A.Ruocco",""
"PSYD33H3 F","LEC01","W,C","TU","11:00","13:00","IC 120","M.Bagby",""
"PSYD33H3 S","LEC01","W,C","TH","11:00","13:00","MW 223","D.Nussbaum",""
"PSYD33H3 S","LEC02","W,C","TH","15:00","17:00","AA 204","D.Nussbaum",""
"PSYD33H3 S","LEC03","W,C","MO","13:00","15:00","MW 223","M.Bagby",""
"PSYD35H3 S","LEC01","W,C","MO","10:00","12:00","HW 402","D.Nussbaum",""
"PSYD50H3 F","LEC01","W,C","TU","11:00","13:00","IC 326","J.Cant",""
"PSYD50H3 S","LEC01","W,C","FR","11:00","13:00","MW 223","A.Lee",""
"PSYD51H3 S","LEC01","W,C","TH","15:00","17:00","MW 223","M.Niemeier",""
"PSYD66H3 S","LEC01","W,C","TU","13:00","15:00","AA 204","J.Leboutillier",""
"PSYD98Y3 Y","LEC01","W,C","FR","13:00","15:00","BV 361","S.Erb",""
"RLGA01H3 F","LEC01","W","TU","14:00","16:00","AC 223","H.Shiu",""
"RLGA02H3 S","LEC01","W","MO","15:00","17:00","AC 223","D.Perley",""
"RLGB02H3 F","LEC01","W","TU","11:00","13:00","SW 143","H.Shiu",""
"RLGB10H3 F","LEC01","W","TU","16:00","18:00","HW 215","D.Perley",""
"RLGC05H3 S","LEC01","W","TU","16:00","18:00","HW 308","D.Perley",""
"RLGC13H3 F","LEC01","W","TU","13:00","15:00","HW 408","D.Perley",""
"RLGD01H3 F","LEC01","W,C","","","","Supervised Reading","Faculty",""
"RLGD01H3 S","LEC01","W,C","","","","Supervised Reading","Faculty",""
"SOCA01H3 F","LEC01","W","TH","14:00","17:00","AC 223","S.Ungar",""
"SOCA01H3 F","LEC30","W","TH","19:00","22:00","AC 223","I.Knezevic",""
"SOCA02H3 S","LEC01","W","TH","14:00","17:00","AC 223","S.Ungar",""
"SOCA02H3 S","LEC30","W","TH","19:00","22:00","AC 223","I.Knezevic",""
"SOCB05H3 F","LEC01","W","TH","15:00","17:00","SW 319","R.Salem",""
"SOCB05H3 F","TUT0001","","TH","17:00","18:00","MW 140","",""
"SOCB05H3 F","TUT0002","","TH","18:00","19:00","MW 140","",""
"SOCB05H3 F","TUT0003","","TH","17:00","18:00","MW 120","",""
"SOCB05H3 F","TUT0004","","TH","18:00","19:00","MW 120","",""
"SOCB06H3 F","LEC01","W,C","","","","","","Moved to the Evening. 08/09/12"
"SOCB06H3 F","LEC30","W,C","TU","18:00","20:00","MW 170","S.Montazer","Added, 08/09/12"
"SOCB06H3 F","TUT0001","","MO","15:00","16:00","BV 260","",""
"SOCB06H3 F","TUT0002","","MO","16:00","17:00","BV 260","",""
"SOCB22H3 S","LEC01","W","MO","12:00","14:00","SY 110","V.Sztainbok","Time Changed on 07/05/2012"
"SOCB26H3 F","LEC01","W","TU","13:00","15:00","SY 110","J.Tanner",""
"SOCB27H3 S","LEC01","W","TU","14:00","16:00","HW 308","J.Chun",""
"SOCB42H3 F","LEC01","W,C","TH","11:00","13:00","HW 216","D.Silver",""
"SOCB42H3 F","TUT0001","","FR","11:00","12:00","MW 262","",""
"SOCB42H3 F","TUT0002","","FR","11:00","12:00","MW 223","",""
"SOCB42H3 F","TUT0003","","FR","12:00","13:00","MW 262","",""
"SOCB42H3 F","TUT0004","","FR","12:00","13:00","MW 223","",""
"SOCB42H3 F","TUT0005","","FR","13:00","14:00","MW 262","",""
"SOCB42H3 F","TUT0006","","FR","13:00","14:00","MW 223","",""
"SOCB43H3 S","LEC01","W,C","MO","15:00","17:00","SW 309","D.Silver",""
"SOCB43H3 S","TUT0001","","WE","11:00","12:00","BV 363","","Room Changed; Jan 9/13"
"SOCB43H3 S","TUT0002","","WE","12:00","13:00","BV 363","","Room Changed: Jan. 9/13"
"SOCB43H3 S","TUT0003","","WE","13:00","14:00","HW 214","",""
"SOCB43H3 S","TUT0004","","WE","14:00","15:00","HW 214","",""
"SOCB43H3 S","TUT0005","","WE","13:00","14:00","AC 334","","Room Changed: Jan 8/13"
"SOCB43H3 S","TUT0006","","WE","12:00","13:00","HW 408","","Time changed . 12/04/12/ Time changed   01/07/13"
"SOCB44H3 F","LEC01","W","MO","13:00","15:00","SW 128","J.Hannigan",""
"SOCB47H3 F","LEC01","W","TU","11:00","13:00","SW 128","P.Villegas",""
"SOCB49H3 S","LEC01","W","MO","15:00","17:00","MW 170","P.Hsiung",""
"SOCB50H3 F","LEC01","W","TU","15:00","17:00","SY 110","D.Wall","Room changed 09/13/12"
"SOCB51H3 S","LEC01","W","MO","13:00","15:00","SW 309","J.Hermer",""
"SOCB53H3 S","LEC01","W","TU","15:00","17:00","MW 160","V.Sztainbok",""
"SOCB54H3 S","LEC01","W","FR","12:00","14:00","MW 170","V.Sztainbok",""
"SOCB58H3 F","LEC01","W","TU","15:00","17:00","SW 143","E.Fountas","Room changed 09/13/12"
"SOCC03H3 F","LEC01","W,C","WE","15:00","17:00","MW 170","J.Hannigan",""
"SOCC04H3 S","LEC01","W,C","FR","11:00","13:00","MW 140","S.Ungar",""
"SOCC11H3 F","LEC01","W,C","","","","","","Cancelled. 08/23/12"
"SOCC23H3 S","LEC01","W,C","TU","15:00","17:00","AA 206","P.Hsiung",""
